#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Haemophilus pittmaniae,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC13334,SAMEA4384241,PRJEB6403,GCA_900186995.1,Complete,"2,18135","42,5",chromosome 1:NZ_LT906463.1/LT906463.1,,1,1962,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/995/GCA_900186995.1_50465_A02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/995/GCF_900186995.1_50465_A02
Hafnia alvei,Bacteria;Proteobacteria;Gammaproteobacteria,A23BA,SAMN14329752,PRJNA610978,GCA_011617105.1,Complete,"4,77205","48,7715",chromosome:NZ_CP050150.1/CP050150.1; plasmid pA23BA:NZ_CP050151.1/CP050151.1,,2,4211,2020-03-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/617/105/GCA_011617105.1_ASM1161710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/617/105/GCF_011617105.1_ASM1161710v1
Hafnia paralvei,Bacteria;Proteobacteria;Gammaproteobacteria,AVS0177,SAMN21366585,PRJNA761908,GCA_020150375.1,Complete,"4,94553","48,1088",chromosome:NZ_CP083737.1/CP083737.1; plasmid pAVS0177-a:NZ_CP083738.1/CP083738.1; plasmid pAVS0177-b:NZ_CP083739.1/CP083739.1,,3,4376,2021-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/150/375/GCA_020150375.1_ASM2015037v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/150/375/GCF_020150375.1_ASM2015037v1
Hahella chejuensis KCTC 2396,Bacteria;Proteobacteria;Gammaproteobacteria,KCTC 2396,SAMN02603483,PRJNA16064,GCA_000012985.1,Complete,"7,21527","53,9",chromosome:NC_007645.1/CP000155.1,,1,6259,2005-12-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/985/GCA_000012985.1_ASM1298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/985/GCF_000012985.1_ASM1298v1
Halioglobus maricola,Bacteria;Proteobacteria;Gammaproteobacteria,IMCC14385,SAMN10929370,PRJNA522358,GCA_009388985.1,Complete,"4,30644","56,7",chromosome:NZ_CP036422.1/CP036422.1,,1,3858,2019-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/388/985/GCA_009388985.1_ASM938898v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/388/985/GCF_009388985.1_ASM938898v1
Halomonas aestuarii,Bacteria;Proteobacteria;Gammaproteobacteria,Hb3,SAMN06019500,PRJNA353720,GCA_001886615.1,Complete,"3,54389","67,9",chromosome:NZ_CP018139.1/CP018139.1,,1,3225,2016-11-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/615/GCA_001886615.1_ASM188661v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/615/GCF_001886615.1_ASM188661v1
Halomonas alkaliphila,Bacteria;Proteobacteria;Gammaproteobacteria,X3,SAMN08007747,PRJNA417878,GCA_003612795.1,Complete,"4,02951","52,7",chromosome:NZ_CP024811.1/CP024811.1,,1,3567,2018-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/612/795/GCA_003612795.1_ASM361279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/612/795/GCF_003612795.1_ASM361279v1
Halomonas beimenensis,Bacteria;Proteobacteria;Gammaproteobacteria,NTU-111,SAMN07135858,PRJNA386843,GCA_002549795.1,Complete,"4,05303","68,4",chromosome:NZ_CP021435.1/CP021435.1,,1,3661,2017-10-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/549/795/GCA_002549795.1_ASM254979v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/795/GCF_002549795.1_ASM254979v1
Halomonas chromatireducens,Bacteria;Proteobacteria;Gammaproteobacteria,AGD 8-3,SAMN04281796,PRJNA302842,GCA_001545155.1,Complete,"3,97365","62,8",chromosome:NZ_CP014226.1/CP014226.1,,1,3527,2016-02-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/545/155/GCA_001545155.1_ASM154515v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/545/155/GCF_001545155.1_ASM154515v1
Halomonas elongata DSM 2581,Bacteria;Proteobacteria;Gammaproteobacteria,type strain: DSM 2581,SAMEA2272784,PRJEA49333,GCA_000196875.2,Complete,"4,06182","63,6",chromosome:NC_014532.2/FN869568.2,,1,3704,2010-09-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/875/GCA_000196875.2_ASM19687v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/875/GCF_000196875.2_ASM19687v2
Halomonas huangheensis,Bacteria;Proteobacteria;Gammaproteobacteria,BJGMM-B45,SAMN04216911,PRJNA299864,GCA_001431725.1,Complete,"4,75749","58,5",chromosome:NZ_CP013106.1/CP013106.1,,1,4044,2015-11-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/725/GCA_001431725.1_ASM143172v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/725/GCF_001431725.1_ASM143172v1
Halomonas hydrothermalis,Bacteria;Proteobacteria;Gammaproteobacteria,Slthf2,SAMN14086256,PRJNA606145,GCA_011399095.1,Complete,"4,12082","53,2",chromosome:NZ_AP022843.1/AP022843.1,,1,3615,2020-03-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/399/095/GCA_011399095.1_ASM1139909v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/399/095/GCF_011399095.1_ASM1139909v1
Halomonas piezotolerans,Bacteria;Proteobacteria;Gammaproteobacteria,HN2,SAMN20346131,PRJNA748859,GCA_019443265.1,Complete,"3,81006","58,1",chromosome:NZ_CP080328.1/CP080328.1,,1,3426,2021-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/443/265/GCA_019443265.1_ASM1944326v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/443/265/GCF_019443265.1_ASM1944326v1
Halomonas socia,Bacteria;Proteobacteria;Gammaproteobacteria,CKY01,SAMN14085629,PRJNA606118,GCA_010977575.1,Complete,"4,7533","64,2",chromosome:NZ_CP048812.1/CP048812.1,,1,4273,2020-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/977/575/GCA_010977575.1_ASM1097757v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/977/575/GCF_010977575.1_ASM1097757v1
Halomonas titanicae,Bacteria;Proteobacteria;Gammaproteobacteria,SOB56,SAMN15472119,PRJNA644742,GCA_014697095.1,Complete,"5,27969","54,6",chromosome:NZ_CP059082.1/CP059082.1,,1,4759,2020-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/697/095/GCA_014697095.1_ASM1469709v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/697/095/GCF_014697095.1_ASM1469709v1
Halorhodospira halochloris,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 1059,SAMD00046889,PRJDB4565,GCA_002356555.2,Complete,"2,83456",56,chromosome:NZ_AP017372.2/AP017372.2,,1,2473,2016-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/555/GCA_002356555.2_HH1059_assembly_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/555/GCF_002356555.2_HH1059_assembly_1.0
Halorhodospira halophila SL1,Bacteria;Proteobacteria;Gammaproteobacteria,SL1,SAMN00623046,PRJNA15767,GCA_000015585.1,Complete,"2,67845",68,chromosome:NC_008789.1/CP000544.1,,1,2429,2007-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/585/GCA_000015585.1_ASM1558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/585/GCF_000015585.1_ASM1558v1
Halothiobacillus neapolitanus c2,Bacteria;Proteobacteria;Gammaproteobacteria,c2,SAMN02598477,PRJNA31049,GCA_000024765.1,Complete,"2,58289","54,7",chromosome:NC_013422.1/CP001801.1,,1,2323,2009-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/765/GCA_000024765.1_ASM2476v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/765/GCF_000024765.1_ASM2476v1
Histophilus somni,Bacteria;Proteobacteria;Gammaproteobacteria,USDA-ARS-USMARC-63368,SAMN06141917,PRJNA281531,GCA_002162215.1,Complete,"2,1835","37,4",chromosome:NZ_CP018804.1/CP018804.1,,1,1904,2017-05-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/215/GCA_002162215.1_ASM216221v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/215/GCF_002162215.1_ASM216221v1
Hydrocarboniclastica marina,Bacteria;Proteobacteria;Gammaproteobacteria,soil36-7,SAMN09602974,PRJNA479718,GCA_004851605.1,Complete,"4,2585","57,9501",chromosome:NZ_CP031093.1/CP031093.1; plasmid psoil36-7:NZ_CP031094.1/CP031094.1,,2,3670,2019-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/851/605/GCA_004851605.1_ASM485160v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/851/605/GCF_004851605.1_ASM485160v1
Hydrogenovibrio crunogenus,Bacteria;Proteobacteria;Gammaproteobacteria,SP-41,SAMN09937998,PRJNA488626,GCA_004786015.1,Complete,"2,45326","42,6",chromosome:NZ_CP032096.1/CP032096.1,,1,2266,2019-04-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/786/015/GCA_004786015.1_ASM478601v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/786/015/GCF_004786015.1_ASM478601v1
Hydrogenovibrio marinus,Bacteria;Proteobacteria;Gammaproteobacteria,MH-110,SAMD00183296,PRJDB8698,GCA_013340845.1,Complete,"2,49129","44,1",chromosome:NZ_AP020335.1/AP020335.1,,1,2290,2020-06-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/845/GCA_013340845.1_ASM1334084v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/845/GCF_013340845.1_ASM1334084v1
Hydrogenovibrio thermophilus,Bacteria;Proteobacteria;Gammaproteobacteria,JR-2,SAMN10724091,PRJNA514374,GCA_004028275.1,Complete,"2,61289","50,5",chromosome:NZ_CP035033.1/CP035033.1,,1,2386,2019-01-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/028/275/GCA_004028275.1_ASM402827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/275/GCF_004028275.1_ASM402827v1
Idiomarina abyssalis,Bacteria;Proteobacteria;Gammaproteobacteria,MSP-CT,SAMN20865297,PRJNA756398,GCA_019797805.1,Complete,"2,61063","47,1",chromosome:NZ_CP081832.1/CP081832.1,,1,2428,2021-08-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/797/805/GCA_019797805.1_ASM1979780v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/797/805/GCF_019797805.1_ASM1979780v1
Idiomarina loihiensis L2TR,Bacteria;Proteobacteria;Gammaproteobacteria,L2TR,SAMN02604184,PRJNA10790,GCA_000008465.1,Complete,"2,83932",47,chromosome:NC_006512.1/AE017340.1,,1,2628,2004-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/465/GCA_000008465.1_ASM846v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/465/GCF_000008465.1_ASM846v1
Immundisolibacter cernigliae,Bacteria;Proteobacteria;Gammaproteobacteria,TR3.2,SAMN04528780,PRJNA314077,GCA_001697225.1,Complete,"3,24354","67,8",chromosome:NZ_CP014671.1/CP014671.1,,1,3035,2016-08-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/225/GCA_001697225.1_ASM169722v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/225/GCF_001697225.1_ASM169722v1
Isorropodon fossajaponicum endosymbiont JTNG4,Bacteria;Proteobacteria;Gammaproteobacteria,JTNG4,SAMD00067081,PRJDB551,GCA_016592615.1,Complete,"1,448","37,2",chromosome:NZ_AP013043.1/AP013043.1,,1,1489,2020-12-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/592/615/GCA_016592615.1_ASM1659261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/592/615/GCF_016592615.1_ASM1659261v1
Jejubacter calystegiae,Bacteria;Proteobacteria;Gammaproteobacteria,KSNA2,SAMN11650091,PRJNA542973,GCA_005671395.1,Complete,"5,1828","56,1",chromosome:NZ_CP040428.1/CP040428.1,,1,4674,2019-05-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/671/395/GCA_005671395.1_ASM567139v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/671/395/GCF_005671395.1_ASM567139v1
Jinshanibacter zhutongyuii,Bacteria;Proteobacteria;Gammaproteobacteria,CF-458,SAMN10613010,PRJNA510665,GCA_004295645.1,Complete,"4,63194","45,7",chromosome:NZ_CP034752.1/CP034752.1,,1,3980,2019-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/645/GCA_004295645.1_ASM429564v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/645/GCF_004295645.1_ASM429564v1
Kangiella geojedonensis,Bacteria;Proteobacteria;Gammaproteobacteria,YCS-5,SAMN03323776,PRJNA274215,GCA_000981765.1,Complete,"2,49524","43,8",chromosome:NZ_CP010975.1/CP010975.1,,1,2256,2015-04-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/765/GCA_000981765.1_ASM98176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/765/GCF_000981765.1_ASM98176v1
Kangiella koreensis DSM 16069,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 16069,SAMN00002604,PRJNA29443,GCA_000024085.1,Complete,"2,85207","43,7",chromosome:NC_013166.1/CP001707.1,,1,2589,2009-08-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/085/GCA_000024085.1_ASM2408v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/085/GCF_000024085.1_ASM2408v1
Kangiella profundi,Bacteria;Proteobacteria;Gammaproteobacteria,FT102,SAMN08132699,PRJNA419724,GCA_002838765.1,Complete,"2,65301","43,8",chromosome:NZ_CP025120.1/CP025120.1,,1,2415,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/765/GCA_002838765.1_ASM283876v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/765/GCF_002838765.1_ASM283876v1
Kangiella sediminilitoris,Bacteria;Proteobacteria;Gammaproteobacteria,KCTC 23892,SAMN03997282,PRJNA293128,GCA_001708405.1,Complete,"2,49614","43,4",chromosome:NZ_CP012418.1/CP012418.1,,1,2303,2016-08-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/405/GCA_001708405.1_ASM170840v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/405/GCF_001708405.1_ASM170840v1
Ketobacter alkanivorans,Bacteria;Proteobacteria;Gammaproteobacteria,GI5,SAMN06011404,PRJNA353912,GCA_002863865.1,Complete,"4,9145","51,2",chromosome:NZ_CP022684.1/CP022684.1,,1,4103,2018-01-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/865/GCA_002863865.1_ASM286386v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/865/GCF_002863865.1_ASM286386v1
Kineobactrum salinum,Bacteria;Proteobacteria;Gammaproteobacteria,M2,SAMN14074152,PRJNA605681,GCA_010669285.1,Complete,"4,6495","60,7",chromosome:NZ_CP048711.1/CP048711.1,,1,3936,2020-02-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/669/285/GCA_010669285.1_ASM1066928v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/285/GCF_010669285.1_ASM1066928v1
Klebsiella aerogenes,Bacteria;Proteobacteria;Gammaproteobacteria,Ka37751,SAMN12330869,PRJNA555744,GCA_007632255.1,Complete,"5,24927","54,9419",chromosome:NZ_CP041925.1/CP041925.1; plasmid unnamed1:NZ_CP041926.1/CP041926.1,,2,4814,2019-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/632/255/GCA_007632255.1_ASM763225v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/632/255/GCF_007632255.1_ASM763225v1
Klebsiella huaxiensis,Bacteria;Proteobacteria;Gammaproteobacteria,WCHKl090001,SAMN08861555,PRJNA353728,GCA_003261575.2,Complete,"6,30083","53,2572",chromosome:NZ_CP036175.1/CP036175.1; plasmid p1_090001:NZ_CP036176.1/CP036176.1,,2,5677,2019-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/575/GCA_003261575.2_ASM326157v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/261/575/GCF_003261575.2_ASM326157v2
Klebsiella michiganensis,Bacteria;Proteobacteria;Gammaproteobacteria,THO-011,SAMD00196009,PRJDB9036,GCA_015139575.1,Complete,"6,04184","55,9961",chromosome:NZ_AP022547.1/AP022547.1; plasmid pTHO-011-1:NZ_AP022548.1/AP022548.1,,2,5487,2020-10-08T23:22:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/139/575/GCA_015139575.1_ASM1513957v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/139/575/GCF_015139575.1_ASM1513957v1
Klebsiella oxytoca,Bacteria;Proteobacteria;Gammaproteobacteria,FDAARGOS_500,SAMN10163176,PRJNA231221,GCA_003812925.1,Complete,"5,87908","55,1572",chromosome:NZ_CP033844.1/CP033844.1; plasmid unnamed1:NZ_CP033845.1/CP033845.1; plasmid unnamed2:NZ_CP033846.1/CP033846.1,,3,5316,2018-11-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/925/GCA_003812925.1_ASM381292v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/925/GCF_003812925.1_ASM381292v1
Klebsiella quasipneumoniae,Bacteria;Proteobacteria;Gammaproteobacteria,KqPF26,SAMN17016750,PRJNA683049,GCA_016415705.1,Complete,"5,39112","57,8442",chromosome:NZ_CP065838.1/CP065838.1; plasmid p1:NZ_CP065839.1/CP065839.1; plasmid p2:NZ_CP065840.1/CP065840.1,,3,5039,2020-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/415/705/GCA_016415705.1_ASM1641570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/415/705/GCF_016415705.1_ASM1641570v1
Klebsiella variicola,Bacteria;Proteobacteria;Gammaproteobacteria,LEMB11,SAMN10574723,PRJNA541977,GCA_009648975.1,Complete,"5,53665","57,5",chromosome:NZ_CP045783.1/CP045783.1,,1,5140,2019-11-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/975/GCA_009648975.1_ASM964897v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/975/GCF_009648975.1_ASM964897v1
Kluyvera ascorbata,Bacteria;Proteobacteria;Gammaproteobacteria,TP1631,SAMD00204448,PRJDB9277,GCA_015099135.1,Complete,"5,37131","53,9504",chromosome:AP022665.1; plasmid pKATP1:AP022666.1; plasmid pKATP2:AP022667.1; plasmid pKATP3:AP022668.1; plasmid pKATP4:AP022669.1; plasmid pKATP5:AP022670.1,,6,5088,2020-10-05T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/099/135/GCA_015099135.1_ASM1509913v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/099/135/GCF_015099135.1_ASM1509913v1
Kluyvera intermedia,Bacteria;Proteobacteria;Gammaproteobacteria,N2-1,SAMN13135738,PRJNA580050,GCA_009649915.1,Complete,"4,93853","52,2865",chromosome:NZ_CP045845.1/CP045845.1; plasmid pN2-1:NZ_CP045846.1/CP045846.1,,2,4440,2019-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/649/915/GCA_009649915.1_ASM964991v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/915/GCF_009649915.1_ASM964991v1
Kosakonia arachidis,Bacteria;Proteobacteria;Gammaproteobacteria,KACC 18508,SAMN13053191,PRJNA578222,GCA_009363135.1,Complete,"5,17641","52,5262",chromosome:NZ_CP045300.1/CP045300.1; plasmid unnamed1:NZ_CP045299.1/CP045299.1,,2,4731,2019-10-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/135/GCA_009363135.1_ASM936313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/363/135/GCF_009363135.1_ASM936313v1
Kosakonia cowanii,Bacteria;Proteobacteria;Gammaproteobacteria,FBS 223,SAMN10739544,PRJNA514952,GCA_004089895.1,Complete,"4,686","56,2",chromosome:NZ_CP035129.1/CP035129.1,,1,4234,2019-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/089/895/GCA_004089895.1_ASM408989v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/089/895/GCF_004089895.1_ASM408989v1
Kosakonia oryzae,Bacteria;Proteobacteria;Gammaproteobacteria,Ola 51,SAMN04419549,PRJNA309028,GCA_001658025.2,Complete,"5,41616",54,chromosome:NZ_CP014007.2/CP014007.2,,1,4963,2016-06-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.2_ASM165802v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/025/GCF_001658025.2_ASM165802v2
Kosakonia pseudosacchari,Bacteria;Proteobacteria;Gammaproteobacteria,BDA62-3,SAMN16456054,PRJNA670042,GCA_015167415.1,Complete,"5,00305","53,9684",chromosome:NZ_CP063425.1/CP063425.1; plasmid pBDA62-3:NZ_CP063426.1/CP063426.1,,2,4627,2020-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/167/415/GCA_015167415.1_ASM1516741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/167/415/GCF_015167415.1_ASM1516741v1
Kosakonia radicincitans,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 107547,SAMN11638161,PRJNA542777,GCA_008330085.1,Complete,"5,77474","53,9754",chromosome:NZ_CP040392.1/CP040392.1; plasmid pKrDSM107547:NZ_CP040393.1/CP040393.1,,2,5268,2019-09-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/330/085/GCA_008330085.1_ASM833008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/330/085/GCF_008330085.1_ASM833008v1
Kosakonia sacchari,Bacteria;Proteobacteria;Gammaproteobacteria,BO-1,SAMN05349011,PRJNA327605,GCA_001683395.1,Complete,"4,90211","53,7",chromosome:NZ_CP016337.1/CP016337.1,,1,4515,2016-07-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/395/GCA_001683395.1_ASM168339v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/395/GCF_001683395.1_ASM168339v1
Kushneria konosiri,Bacteria;Proteobacteria;Gammaproteobacteria,X49,SAMN06765533,PRJNA383456,GCA_002155145.1,Complete,"3,58463","59,1",chromosome:NZ_CP021323.1/CP021323.1,,1,3173,2017-05-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/155/145/GCA_002155145.1_ASM215514v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/155/145/GCF_002155145.1_ASM215514v1
Kushneria marisflavi,Bacteria;Proteobacteria;Gammaproteobacteria,SW32,SAMN06765534,PRJNA383457,GCA_002157205.1,Complete,"3,66718",59,chromosome:NZ_CP021358.1/CP021358.1,,1,3214,2017-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/205/GCA_002157205.1_ASM215720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/205/GCF_002157205.1_ASM215720v1
Kushneria phosphatilytica,Bacteria;Proteobacteria;Gammaproteobacteria,YCWA18,SAMN12640605,PRJNA562415,GCA_008247605.1,Complete,"3,62462","59,1",chromosome:NZ_CP043420.1/CP043420.1,,1,3281,2019-09-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/247/605/GCA_008247605.1_ASM824760v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/247/605/GCF_008247605.1_ASM824760v1
Leclercia adecarboxylata,Bacteria;Proteobacteria;Gammaproteobacteria,USDA-ARS-USMARC-60222,SAMN04158503,PRJNA281531,GCA_001518835.1,Complete,"4,80392","55,8",chromosome:NZ_CP013990.1/CP013990.1,,1,4356,2016-01-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/835/GCA_001518835.1_ASM151883v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/835/GCF_001518835.1_ASM151883v1
Legionella antarctica,Bacteria;Proteobacteria;Gammaproteobacteria,TUM19329,SAMD00206674,PRJDB9323,GCA_011764505.1,Complete,"3,92714","39,0901",chromosome:NZ_AP022839.1/AP022839.1; plasmid pTUM19329-1:NZ_AP022840.1/AP022840.1; plasmid pTUM19329-2:NZ_AP022841.1/AP022841.1,,3,3511,2020-03-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/505/GCA_011764505.1_ASM1176450v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/764/505/GCF_011764505.1_ASM1176450v1
Legionella clemsonensis,Bacteria;Proteobacteria;Gammaproteobacteria,CDC-D5610,SAMN05254214,PRJNA326348,GCA_002240035.1,Complete,"3,2721","39,4",chromosome:NZ_CP016397.1/CP016397.1,,1,2842,2017-08-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/035/GCA_002240035.1_ASM224003v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/035/GCF_002240035.1_ASM224003v1
